id,renewal,incentives
11938,0.9,5466.0
15837,0.9,5790.0
64537,1.0,11154.0
65402,1.0,11154.0
18680,1.0,16194.0
69375,1.0,3594.0
71042,0.8,12882.000000000002
69164,1.0,28794.0
19288,0.9,16806.0
17115,1.0,28794.0
105949,0.8,8850.0
55257,0.9,5466.0
6583,1.0,8634.0
24751,1.0,6114.0
19545,0.9,10002.0
38187,0.8,4818.0
38983,1.0,38874.0
100340,1.0,23754.0
71337,0.9,23610.0
73505,1.0,18714.0
240,1.0,26274.0
83153,0.3,2334.0
371,1.0,8634.0
50283,1.0,16194.0
31513,0.9,7734.000000000001
24174,1.0,3594.0
46907,0.7,4170.0
94141,1.0,8634.0
5483,0.9,3198.0000000000005
91282,0.9,19074.0
41378,0.8,10866.0
7904,1.0,8634.0
41632,1.0,11154.0
84817,1.0,16194.0
54335,1.0,8634.0
52362,1.0,13674.0
21141,1.0,8634.0
8040,0.9,7734.000000000001
13042,1.0,11154.0
40276,1.0,6474.0
1203,0.7,5934.0
54902,1.0,6114.0
42127,0.8,8850.0
61200,1.0,11154.0
29807,1.0,16194.0
32558,0.7,642.0
25499,1.0,11154.0
71523,1.0,11154.0
38791,1.0,13674.0
12101,0.8,49170.00000000001
4730,1.0,3594.0
17126,0.5,11694.0
85187,0.2,930.0
16129,0.9,44022.0
51250,0.9,5466.0
112931,1.0,6114.0
17857,0.9,10002.0
31762,1.0,8634.0
87034,0.4,8274.0
59018,1.0,1074.0
81008,1.0,6114.0
91203,1.0,8634.0
111875,1.0,8634.0
70722,0.8,2802.0000000000005
55926,1.0,6114.0
67538,1.0,6114.0
113041,1.0,16194.0
30934,0.9,5790.0
87109,0.4,5250.0
26979,1.0,6114.0
61557,1.0,1074.0
29950,1.0,31314.0
17,1.0,11154.0
68226,1.0,21234.0
79507,0.9,12270.0
23107,0.8,2802.0000000000005
27741,0.9,3198.0000000000005
34314,1.0,26274.0
79354,0.9,12270.0
97813,0.8,6834.000000000001
730,0.9,7734.000000000001
19260,1.0,11154.0
79119,0.6,5034.0
77689,1.0,16194.0
36363,0.3,1686.0
6264,1.0,8634.0
26935,0.9,3198.0000000000005
78464,0.6,11082.0
44785,0.9,7734.000000000001
31835,0.9,5466.0
42606,1.0,8634.0
55554,1.0,6114.0
106579,0.2,426.0000000000001
68977,1.0,6114.0
85323,1.0,1074.0
85288,0.7,14754.0
52701,1.0,23754.0
107848,0.8,4818.0
97392,1.0,6114.0
57996,1.0,8634.0
113716,1.0,8634.0
97317,1.0,16194.0
16466,1.0,1074.0
38691,0.7,2406.0
49638,0.9,21342.0
541,0.3,66.0
45882,1.0,11154.0
18853,1.0,23754.0
4572,0.9,12270.0
99403,1.0,3594.0
55514,1.0,16194.0
103119,0.5,5394.0
64141,0.9,5466.0
76939,1.0,13674.0
17453,0.6,3522.0
107821,1.0,38874.0
62063,1.0,6114.0
108737,1.0,18714.0
110123,1.0,11154.0
109498,1.0,13674.0
108324,0.9,12270.0
10990,0.5,10434.0
18649,1.0,13674.0
90653,0.9,32682.0
98585,0.9,10002.0
9888,0.7,39450.0
61129,0.5,2874.0
26829,0.8,2802.0000000000005
110111,0.5,11694.0
56138,0.5,7914.0
27858,1.0,3594.0
86241,0.9,7734.000000000001
8305,0.9,3198.0000000000005
19363,0.9,3198.0000000000005
48827,1.0,13674.0
38241,0.9,7734.000000000001
41847,1.0,11154.0
23347,0.7,16518.0
2423,0.3,3090.0
32271,1.0,1074.0
49130,0.9,10002.0
8225,0.9,14538.000000000002
88846,0.9,930.0
34908,0.2,426.0000000000001
45794,0.9,5466.0
64211,1.0,11154.0
2611,1.0,16194.0
69544,0.9,12270.0
90530,0.7,9462.0
40940,0.7,2406.0
9467,0.5,11694.0
77485,0.9,3198.0000000000005
106783,0.8,5106.0
110503,0.8,5106.0
20612,0.9,7734.000000000001
51833,1.0,26274.0
11543,1.0,6114.0
38547,1.0,11154.0
110186,1.0,13674.0
16478,1.0,13674.0
110370,1.0,23754.0
2582,0.8,33042.0
55197,1.0,13674.0
66699,0.9,12270.0
85881,1.0,11154.0
100517,0.5,3054.0
113642,1.0,3594.0
25917,1.0,16194.0
39337,1.0,3594.0
91854,0.7,9462.0
102173,0.8,10866.0
67598,0.7,4170.0
3318,1.0,6114.0
111501,1.0,6114.0
55471,0.7,642.0
56699,0.8,18930.0
36379,1.0,8634.0
39126,0.9,7734.000000000001
45286,1.0,13674.0
62671,1.0,28794.0
108685,1.0,18714.0
53311,0.9,19074.0
76703,0.1,1038.0
40596,1.0,8634.0
33861,1.0,6474.0
105734,1.0,21234.0
63398,0.9,7734.000000000001
95002,0.0,0.0
27839,0.8,786.0
35984,1.0,31314.0
38573,0.6,8058.0
53998,1.0,18714.0
105924,1.0,69114.0
33061,0.8,10866.0
23505,1.0,21234.0
29143,1.0,6474.0
26013,0.2,4962.0
61739,1.0,1074.0
36627,0.9,3198.0000000000005
68964,0.9,5466.0
41861,1.0,13674.0
81967,1.0,13674.0
17243,0.8,786.0
83527,1.0,21234.0
62335,0.9,930.0
97278,1.0,16194.0
75436,1.0,8634.0
57411,0.9,3198.0000000000005
49715,0.6,2010.0
61363,0.7,23574.0
99711,1.0,8634.0
108464,1.0,11154.0
50910,0.5,4134.0
29695,1.0,11154.0
19978,1.0,18714.0
109491,0.8,10866.0
30458,0.5,12954.0
102908,0.9,5790.0
31485,1.0,11154.0
14662,0.9,5466.0
35264,1.0,3594.0
95210,0.8,20946.0
19350,0.8,4818.0
8891,1.0,6114.0
82982,1.0,3594.0
90861,0.9,5466.0
4887,0.8,16914.0
95441,0.8,2802.0000000000005
109730,1.0,1074.0
86149,0.6,17130.0
84028,0.6,3522.0
70235,1.0,8634.0
107798,1.0,26274.0
83208,0.9,5790.0
100504,1.0,6114.0
98598,1.0,21234.0
91456,1.0,11154.0
77699,1.0,6114.0
86884,1.0,11154.0
54632,1.0,16194.0
94363,1.0,6114.0
73097,0.0,0.0
1532,0.7,2406.0
14207,1.0,1074.0
78777,0.8,5106.0
73798,1.0,13674.0
12878,0.8,4818.0
49661,1.0,1074.0
56981,0.9,23610.0
70185,0.9,12270.0
59851,1.0,6114.0
107483,0.9,7734.000000000001
76527,1.0,11154.0
63588,1.0,13674.0
40883,1.0,28794.0
92065,1.0,18714.0
92667,0.8,6834.000000000001
88987,0.9,10002.0
57025,1.0,11154.0
94299,1.0,1074.0
70371,1.0,16194.0
67464,0.9,5466.0
65614,0.6,12594.0
97224,1.0,8634.0
82015,0.7,16518.0
57111,1.0,18714.0
89018,0.9,930.0
21914,0.5,2874.0
17041,1.0,8634.0
65029,0.9,21342.0
91948,1.0,3594.0
38033,0.5,1614.0
44878,1.0,8634.0
21725,1.0,6114.0
1984,0.9,19074.0
10796,1.0,11154.0
111869,0.9,5466.0
71905,1.0,8634.0
31724,0.9,32682.0
35676,1.0,11154.0
24135,0.8,10866.0
19381,1.0,46434.0
109279,1.0,6474.0
44173,0.7,7698.0
41794,1.0,1074.0
32555,1.0,13674.0
5460,0.5,2874.0
19210,0.9,5466.0
108312,0.7,2406.0
18506,0.4,2226.0
49761,1.0,3594.0
50722,0.5,3054.0
22172,0.9,25878.0
55784,0.9,3198.0000000000005
81365,1.0,23754.0
18071,1.0,8634.0
49545,0.8,6834.000000000001
47832,0.9,930.0
41763,0.5,5394.0
86331,0.9,5466.0
9178,0.9,930.0
5035,1.0,11154.0
36361,0.3,2334.0
91169,0.9,5790.0
79064,0.3,3090.0
7966,1.0,16194.0
18685,0.9,930.0
99109,0.9,19074.0
233,1.0,56514.0
86917,1.0,16194.0
100637,1.0,8634.0
89914,0.9,7734.000000000001
62554,1.0,21234.0
76687,0.0,0.0
55104,0.7,18282.0
25341,1.0,6114.0
58071,0.9,3198.0000000000005
7151,0.9,23610.0
21041,1.0,13674.0
41724,1.0,11154.0
91225,0.8,2802.0000000000005
81936,1.0,11154.0
19787,1.0,3594.0
29633,0.9,7734.000000000001
13823,1.0,6114.0
19103,1.0,31314.0
27504,0.7,4170.0
8398,1.0,26274.0
36490,1.0,8634.0
54757,0.7,7698.0
16781,0.9,3198.0000000000005
8919,0.4,1218.0000000000002
54532,0.9,7734.000000000001
21472,1.0,16194.0
107085,1.0,6114.0
1691,0.9,44022.0
58738,0.8,4818.0
18469,0.4,7266.000000000001
13532,0.4,28434.000000000004
34351,1.0,1074.0
6487,1.0,8634.0
55919,1.0,3594.0
41437,1.0,23754.0
15763,1.0,1074.0
13375,0.5,6654.0
73018,1.0,1074.0
27358,0.6,2010.0
47857,0.6,8058.0
28430,0.4,2370.0
39036,1.0,6114.0
49493,1.0,21234.0
82147,1.0,16194.0
8958,0.8,10866.0
46998,1.0,8634.0
53193,1.0,26274.0
89825,1.0,3594.0
104055,0.7,11226.0
45162,1.0,6114.0
105597,0.9,5790.0
76271,1.0,21234.0
6384,1.0,6114.0
55047,1.0,21234.0
106361,0.6,5034.0
44462,1.0,51474.0
77449,1.0,31314.0
108619,0.8,786.0
23457,0.9,3198.0000000000005
76950,0.3,1578.0
63395,1.0,28794.0
96752,1.0,31314.0
95217,0.8,16914.0
71818,0.9,14538.000000000002
72519,1.0,38874.0
22917,0.5,1614.0
87293,1.0,1074.0
18272,0.9,7734.000000000001
2931,1.0,21234.0
74633,1.0,16194.0
35661,0.2,1434.0000000000002
90892,0.9,14538.000000000002
33889,1.0,6474.0
95607,1.0,1074.0
113189,0.9,41754.0
107501,1.0,8634.0
89926,1.0,16194.0
1687,1.0,11154.0
67293,1.0,18714.0
11304,0.9,19074.0
1634,0.7,14754.0
58090,1.0,1074.0
16935,1.0,8634.0
49664,1.0,8634.0
17568,1.0,6474.0
100524,1.0,11154.0
109870,1.0,8634.0
99916,1.0,13674.0
80442,0.9,3198.0000000000005
78314,0.9,7734.000000000001
82666,0.9,930.0
74541,0.4,4242.0
12496,0.9,7734.000000000001
2063,0.9,3198.0000000000005
40085,0.7,11226.0
16182,1.0,6114.0
86105,0.9,5466.0
29912,1.0,6474.0
4012,0.8,2802.0000000000005
93060,1.0,3594.0
67130,1.0,21234.0
8778,1.0,8634.0
95269,0.6,3738.0
13206,1.0,6114.0
97228,1.0,8634.0
48811,1.0,6114.0
73434,1.0,6114.0
46635,1.0,6114.0
22555,0.9,10002.0
33934,1.0,21234.0
13105,0.9,12270.0
57861,1.0,11154.0
105664,1.0,3594.0
35603,1.0,11154.0
104415,0.3,3090.0
44330,0.9,3198.0000000000005
72098,1.0,8634.0
83169,0.8,786.0
49568,0.9,7734.000000000001
103402,1.0,26274.0
10115,1.0,1074.0
66247,0.7,9462.0
37717,1.0,6474.0
63887,1.0,28794.0
93327,0.6,3738.0
18725,0.5,7914.0
29920,0.8,4818.0
41571,0.9,930.0
72077,1.0,18714.0
64670,1.0,3594.0
92872,0.9,930.0
22910,1.0,16194.0
32754,1.0,3594.0
77665,1.0,11154.0
63726,0.9,25878.0
3463,0.4,6258.000000000001
52488,0.3,1578.0
34107,0.9,10002.0
70799,0.9,10002.0
61235,1.0,16194.0
19066,1.0,3594.0
18470,1.0,3594.0
82082,0.9,7734.000000000001
99249,1.0,16194.0
41481,0.6,8058.0
79190,0.9,930.0
10673,0.9,7734.000000000001
34472,0.1,534.0000000000001
102923,1.0,6114.0
28970,1.0,21234.0
75959,0.9,930.0
23354,0.3,1578.0
92852,0.1,282.0
3078,0.8,4818.0
40073,0.9,14538.000000000002
56926,0.9,3198.0000000000005
47639,0.8,6834.000000000001
71239,0.8,2802.0000000000005
35429,0.9,3198.0000000000005
7495,1.0,16194.0
46620,1.0,6114.0
5384,0.5,2874.0
110254,0.5,6654.0
87763,0.8,2802.0000000000005
60949,0.9,7734.000000000001
13918,0.3,2334.0
48935,0.7,28866.0
2270,1.0,13674.0
107214,0.9,930.0
4173,1.0,8634.0
90515,1.0,8634.0
63265,0.7,12990.0
93802,1.0,8634.0
63048,1.0,31314.0
1499,0.8,5106.0
33354,0.8,20946.0
83481,1.0,18714.0
82136,0.8,5106.0
79878,0.6,8058.0
78817,0.3,3090.0
70116,0.6,2010.0
54980,0.9,930.0
5119,0.2,930.0
49740,0.8,6834.000000000001
73923,0.9,5466.0
13682,0.9,23610.0
61096,1.0,13674.0
106233,1.0,26274.0
113185,0.8,24978.000000000004
71792,1.0,31314.0
3216,0.8,10866.0
33653,1.0,16194.0
39852,0.3,3090.0
86397,1.0,16194.0
74310,0.9,5466.0
7129,0.9,930.0
52695,1.0,21234.0
3993,0.8,2802.0000000000005
111278,0.9,10002.0
31289,1.0,11154.0
29167,1.0,6114.0
14626,1.0,8634.0
33757,0.8,2802.0000000000005
32299,0.8,33042.0
110815,0.8,20946.0
34672,1.0,6114.0
100599,0.8,6834.000000000001
24307,1.0,26274.0
35824,0.5,7914.0
35223,1.0,33834.0
109522,0.9,5466.0
53697,1.0,11154.0
96339,0.9,5466.0
90929,0.7,7698.0
94354,0.8,8850.0
377,1.0,1074.0
34327,1.0,16194.0
36935,0.6,8058.0
13879,1.0,1074.0
5177,1.0,3594.0
73525,0.9,5466.0
41672,0.7,5934.0
85947,1.0,11154.0
78379,1.0,16194.0
52171,0.7,5934.0
9782,0.5,2874.0
46775,1.0,8634.0
24894,0.8,6834.000000000001
98745,0.9,5790.0
67718,1.0,6114.0
75786,1.0,23754.0
61700,0.2,1938.0
93766,0.9,5466.0
113194,0.2,930.0
435,0.9,5466.0
107639,0.7,2406.0
51786,0.5,6654.0
42888,0.9,5466.0
109174,1.0,18714.0
83561,0.7,7698.0
92930,1.0,46434.0
59086,0.8,18930.0
68356,0.9,14538.000000000002
58921,1.0,18714.0
4613,1.0,16194.0
57587,0.3,3090.0
16750,1.0,6114.0
18560,1.0,16194.0
57350,0.4,6258.000000000001
94554,0.9,5466.0
48208,0.4,10290.0
12104,1.0,8634.0
22783,0.9,5466.0
79546,0.9,5466.0
25605,1.0,18714.0
63050,1.0,26274.0
38891,0.5,12954.0
108655,1.0,1074.0
47247,1.0,8634.0
62238,1.0,6114.0
8900,1.0,13674.0
57902,0.8,12882.000000000002
88841,1.0,16194.0
26211,1.0,8634.0
36472,1.0,1074.0
32100,1.0,11154.0
70176,0.9,21342.0
102767,1.0,3594.0
44842,0.9,930.0
94572,1.0,16194.0
14173,1.0,6114.0
46074,0.9,25878.0
22265,0.4,3234.0000000000005
21623,0.8,8850.0
91697,1.0,8634.0
28118,0.7,28866.0
41536,1.0,13674.0
1734,0.5,7914.0
15143,1.0,6114.0
41172,1.0,11154.0
72708,1.0,3594.0
28186,1.0,8634.0
83364,1.0,3594.0
44968,1.0,23754.0
42972,1.0,6114.0
109678,0.9,32682.0
22438,0.7,642.0
47330,0.9,5466.0
29038,1.0,8634.0
49659,0.7,2406.0
100158,0.6,5034.0
85736,1.0,13674.0
53004,0.4,3234.0000000000005
81196,1.0,11154.0
82352,0.7,2406.0
87968,0.9,25878.0
66209,0.3,5358.0
15336,0.4,3234.0000000000005
78562,0.5,2874.0
110100,0.9,930.0
108875,0.5,19254.0
27946,0.7,4170.0
31078,1.0,69114.0
11659,1.0,6114.0
23456,1.0,11154.0
44554,0.9,7734.000000000001
30515,1.0,1074.0
84139,0.9,30414.000000000004
21103,1.0,18714.0
72130,0.8,29010.000000000004
87126,1.0,16194.0
71210,1.0,8634.0
37012,1.0,6474.0
38355,1.0,6114.0
82150,1.0,18714.0
5501,1.0,43914.0
22769,1.0,11154.0
103466,1.0,16194.0
98080,1.0,6114.0
71323,1.0,8634.0
42927,0.9,5466.0
13977,0.4,2226.0
15914,1.0,21234.0
104318,0.9,5466.0
100905,1.0,11154.0
253,1.0,33834.0
31031,0.9,5466.0
72875,0.7,5934.0
87358,0.7,5934.0
106459,1.0,13674.0
109964,1.0,3594.0
10479,0.5,4134.0
81489,1.0,11154.0
38195,1.0,11154.0
6468,1.0,13674.0
36367,0.1,282.0
77920,0.9,930.0
51956,0.9,5466.0
67364,0.9,7734.000000000001
101225,1.0,6474.0
78210,1.0,28794.0
57723,1.0,11154.0
4450,1.0,18714.0
69536,1.0,11154.0
30708,0.5,3054.0
10632,0.3,822.0
2536,1.0,69114.0
3736,0.3,66.0
12334,1.0,23754.0
94403,1.0,16194.0
2566,1.0,8634.0
86767,0.9,12270.0
86972,0.9,7734.000000000001
54801,1.0,1074.0
105418,0.7,44742.0
8949,1.0,18714.0
22007,0.5,7914.0
98032,1.0,23754.0
50578,0.9,23610.0
3095,0.9,3198.0000000000005
69062,0.8,12882.000000000002
66330,0.4,1218.0000000000002
82641,1.0,8634.0
79874,1.0,13674.0
58158,1.0,6114.0
63605,0.9,5790.0
55238,1.0,16194.0
105054,1.0,11154.0
87292,1.0,3594.0
14430,0.7,642.0
16900,1.0,13674.0
2877,1.0,3594.0
48361,1.0,13674.0
89818,0.7,2406.0
89750,1.0,11154.0
37642,1.0,1074.0
61735,0.7,9462.0
26772,1.0,3594.0
37775,0.6,2010.0
62334,1.0,13674.0
11900,0.9,3198.0000000000005
109729,0.4,4242.0
44721,1.0,8634.0
48950,1.0,3594.0
56269,1.0,1074.0
87906,0.6,18642.0
64387,0.9,30414.000000000004
56725,0.8,786.0
56596,0.5,2874.0
69507,0.7,9462.0
27917,0.9,5466.0
6452,1.0,6474.0
86945,1.0,8634.0
55559,0.9,3198.0000000000005
73470,0.9,5466.0
86578,0.8,22962.000000000004
48929,1.0,3594.0
84428,1.0,3594.0
12339,0.5,3054.0
667,1.0,6114.0
85961,1.0,11154.0
48084,1.0,8634.0
75384,0.8,6834.000000000001
80400,0.9,14538.000000000002
74996,1.0,6474.0
60130,1.0,26274.0
2937,0.7,642.0
64293,0.5,4134.0
107553,1.0,13674.0
58507,1.0,28794.0
46933,1.0,16194.0
47301,1.0,1074.0
14889,0.6,6546.0
96810,1.0,3594.0
93344,1.0,3594.0
26004,0.9,3198.0000000000005
30718,0.3,2334.0
85435,1.0,16194.0
110515,1.0,21234.0
23532,0.8,786.0
88540,1.0,13674.0
12591,1.0,16194.0
22526,0.9,14538.000000000002
38864,1.0,1074.0
104073,1.0,11154.0
47821,1.0,13674.0
13948,1.0,28794.0
12410,1.0,11154.0
80633,1.0,21234.0
68038,1.0,16194.0
46338,0.9,14538.000000000002
80701,0.9,930.0
2212,1.0,6474.0
108127,1.0,26274.0
107406,1.0,13674.0
73111,0.5,2874.0
30816,1.0,6114.0
85708,1.0,8634.0
53515,1.0,11154.0
71767,1.0,3594.0
42152,0.5,15474.0
85639,0.9,44022.0
109416,0.9,5790.0
1877,1.0,11154.0
30815,1.0,11154.0
83100,1.0,11154.0
51445,1.0,11154.0
64492,1.0,6114.0
5437,1.0,6114.0
12595,0.6,5034.0
56508,0.3,6114.0
100485,0.9,930.0
58001,0.8,18930.0
93638,0.8,16914.0
13462,0.6,2010.0
65195,0.4,3234.0000000000005
12752,0.7,4170.0
60464,1.0,13674.0
80267,1.0,8634.0
3081,1.0,16194.0
73577,0.8,5106.0
59223,0.0,0.0
89833,0.6,6546.0
57957,1.0,26274.0
75330,0.9,3198.0000000000005
26587,0.5,2874.0
108390,0.9,14538.000000000002
101488,1.0,8634.0
39968,0.9,10002.0
56899,1.0,11154.0
22113,0.9,7734.000000000001
13339,0.9,28146.000000000004
39930,1.0,6114.0
85839,1.0,16194.0
78162,1.0,26274.0
107569,0.8,20946.0
95950,0.6,2010.0
112080,1.0,6114.0
64319,0.5,21774.0
8750,0.6,41322.0
63786,1.0,8634.0
103639,1.0,3594.0
18757,0.5,2874.0
84812,0.9,12270.0
96198,0.8,2802.0000000000005
88055,0.9,930.0
98367,1.0,8634.0
92782,1.0,6114.0
